chapter,chapter_description,code_category,code_category_description,icd_code,disease_description
I,Certain infectious and parasitic diseases,B95-B98,"Bacterial, viral and other infectious agents",B97,Viral agents as the cause of diseases classified to other chapters
I,Certain infectious and parasitic diseases,B95-B98,"Bacterial, viral and other infectious agents",B98,Other specified infectious agents as the cause of diseases classified to other chapters
I,Certain infectious and parasitic diseases,B35-B49,Mycoses,,
I,Certain infectious and parasitic diseases,B35-B49,Mycoses,B43,Chromomycosis and phaeomycotic abscess
I,Certain infectious and parasitic diseases,B35-B49,Mycoses,B46,Zygomycosis
I,Certain infectious and parasitic diseases,B35-B49,Mycoses,B36,Other superficial mycoses
I,Certain infectious and parasitic diseases,B35-B49,Mycoses,B44,Aspergillosis
I,Certain infectious and parasitic diseases,B35-B49,Mycoses,B37,Candidiasis
I,Certain infectious and parasitic diseases,B35-B49,Mycoses,B48,"Other mycoses, not elsewhere classified"
I,Certain infectious and parasitic diseases,B35-B49,Mycoses,B35,Dermatophytosis
I,Certain infectious and parasitic diseases,B35-B49,Mycoses,B47,Mycetoma
I,Certain infectious and parasitic diseases,B35-B49,Mycoses,B42,Sporotrichosis
I,Certain infectious and parasitic diseases,B35-B49,Mycoses,B39,Histoplasmosis
I,Certain infectious and parasitic diseases,B35-B49,Mycoses,B41,Paracoccidioidomycosis
I,Certain infectious and parasitic diseases,B35-B49,Mycoses,B40,Blastomycosis
I,Certain infectious and parasitic diseases,B35-B49,Mycoses,B38,Coccidioidomycosis
I,Certain infectious and parasitic diseases,B35-B49,Mycoses,B45,Cryptococcosis
I,Certain infectious and parasitic diseases,B35-B49,Mycoses,B49,Unspecified mycosis
I,Certain infectious and parasitic diseases,B00-B09,Viral infections characterized by skin and mucous membrane lesions,,
I,Certain infectious and parasitic diseases,B00-B09,Viral infections characterized by skin and mucous membrane lesions,B03,Smallpox
I,Certain infectious and parasitic diseases,B00-B09,Viral infections characterized by skin and mucous membrane lesions,B02,Zoster [herpes zoster]
I,Certain infectious and parasitic diseases,B00-B09,Viral infections characterized by skin and mucous membrane lesions,B01,Varicella [chickenpox]
I,Certain infectious and parasitic diseases,B00-B09,Viral infections characterized by skin and mucous membrane lesions,B00,Herpesviral [herpes simplex] infections
I,Certain infectious and parasitic diseases,B00-B09,Viral infections characterized by skin and mucous membrane lesions,B04,Monkeypox
I,Certain infectious and parasitic diseases,B00-B09,Viral infections characterized by skin and mucous membrane lesions,B09,Unspecified viral infection characterized by skin and mucous membrane lesions
I,Certain infectious and parasitic diseases,B00-B09,Viral infections characterized by skin and mucous membrane lesions,B05,Measles
I,Certain infectious and parasitic diseases,B00-B09,Viral infections characterized by skin and mucous membrane lesions,B07,Viral warts
I,Certain infectious and parasitic diseases,B00-B09,Viral infections characterized by skin and mucous membrane lesions,B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified"
I,Certain infectious and parasitic diseases,B00-B09,Viral infections characterized by skin and mucous membrane lesions,B06,Rubella [German measles]
I,Certain infectious and parasitic diseases,B90-B94,Sequelae of infectious and parasitic diseases,,
I,Certain infectious and parasitic diseases,B90-B94,Sequelae of infectious and parasitic diseases,B92,Sequelae of leprosy
I,Certain infectious and parasitic diseases,B90-B94,Sequelae of infectious and parasitic diseases,B91,Sequelae of poliomyelitis
I,Certain infectious and parasitic diseases,B90-B94,Sequelae of infectious and parasitic diseases,B90,Sequelae of tuberculosis
I,Certain infectious and parasitic diseases,B90-B94,Sequelae of infectious and parasitic diseases,B94,Sequelae of other and unspecified infectious and parasitic diseases
I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,,
I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A01,Typhoid and paratyphoid fevers
I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A05,"Other bacterial foodborne intoxications, not elsewhere classified"
I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A00,Cholera
I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A06,Amoebiasis
I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A03,Shigellosis
I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A04,Other bacterial intestinal infections
I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A02,Other salmonella infections
I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A08,Viral and other specified intestinal infections
I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A07,Other protozoal intestinal diseases
I,Certain infectious and parasitic diseases,A00-A09,Intestinal infectious diseases,A09,Other gastroenteritis and colitis of infectious and unspecified origin
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,,
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B68,Taeniasis
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B72,Dracunculiasis
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B66,Other fluke infections
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B71,Other cestode infections
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B69,Cysticercosis
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B65,Schistosomiasis [bilharziasis]
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B67,Echinococcosis
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B70,Diphyllobothriasis and sparganosis
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B76,Hookworm diseases
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B78,Strongyloidiasis
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B79,Trichuriasis
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B77,Ascariasis
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B80,Enterobiasis
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B74,Filariasis
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B81,"Other intestinal helminthiases, not elsewhere classified"
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B75,Trichinellosis
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B83,Other helminthiases
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B82,Unspecified intestinal parasitism
I,Certain infectious and parasitic diseases,B65-B83,Helminthiases,B73,Onchocerciasis
VI,Diseases of the nervous system,G35-G37,Demyelinating diseases of the central nervous system,,
VI,Diseases of the nervous system,G35-G37,Demyelinating diseases of the central nervous system,G35,Multiple sclerosis
VI,Diseases of the nervous system,G35-G37,Demyelinating diseases of the central nervous system,G36,Other acute disseminated demyelination
VI,Diseases of the nervous system,G35-G37,Demyelinating diseases of the central nervous system,G37,Other demyelinating diseases of central nervous system
VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,,
VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G25,Other extrapyramidal and movement disorders
VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G20,Parkinson disease
VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G24,Dystonia
VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G23,Other degenerative diseases of basal ganglia
VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G22,Parkinsonism in diseases classified elsewhere
VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G21,Secondary parkinsonism
VI,Diseases of the nervous system,G20-G26,Extrapyramidal and movement disorders,G26,Extrapyramidal and movement disorders in diseases classified elsewhere
VI,Diseases of the nervous system,G80-G83,Cerebral palsy and other paralytic syndromes,,
VI,Diseases of the nervous system,G80-G83,Cerebral palsy and other paralytic syndromes,G80,Cerebral palsy
VI,Diseases of the nervous system,G80-G83,Cerebral palsy and other paralytic syndromes,G81,Hemiplegia
VI,Diseases of the nervous system,G80-G83,Cerebral palsy and other paralytic syndromes,G83,Other paralytic syndromes
VI,Diseases of the nervous system,G80-G83,Cerebral palsy and other paralytic syndromes,G82,Paraplegia and tetraplegia
VI,Diseases of the nervous system,G70-G73,Diseases of myoneural junction and muscle,,
VI,Diseases of the nervous system,G70-G73,Diseases of myoneural junction and muscle,G70,Myasthenia gravis and other myoneural disorders
VI,Diseases of the nervous system,G70-G73,Diseases of myoneural junction and muscle,G72,Other myopathies
VI,Diseases of the nervous system,G70-G73,Diseases of myoneural junction and muscle,G73,Disorders of myoneural junction and muscle in diseases classified elsewhere
VI,Diseases of the nervous system,G70-G73,Diseases of myoneural junction and muscle,G71,Primary disorders of muscles
VI,Diseases of the nervous system,G30-G32,Other degenerative diseases of the nervous system,,
VI,Diseases of the nervous system,G30-G32,Other degenerative diseases of the nervous system,G31,"Other degenerative diseases of nervous system, not elsewhere classified"
VI,Diseases of the nervous system,G30-G32,Other degenerative diseases of the nervous system,G32,Other degenerative disorders of nervous system in diseases classified elsewhere
VI,Diseases of the nervous system,G30-G32,Other degenerative diseases of the nervous system,G30,Alzheimer disease
VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,,
VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G01,Meningitis in bacterial diseases classified elsewhere
VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G02,Meningitis in other infectious and parasitic diseases classified elsewhere
VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G08,Intracranial and intraspinal phlebitis and thrombophlebitis
VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere"
VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G00,"Bacterial meningitis, not elsewhere classified"
VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G07,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere
VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G03,Meningitis due to other and unspecified causes
VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G04,"Encephalitis, myelitis and encephalomyelitis"
VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G06,Intracranial and intraspinal abscess and granuloma
VI,Diseases of the nervous system,G00-G09,Inflammatory diseases of the central nervous system,G09,Sequelae of inflammatory diseases of central nervous system
VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,,
VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G10,Huntington disease
VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G12,Spinal muscular atrophy and related syndromes
VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G11,Hereditary ataxia
VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G14,Postpolio syndrome
VI,Diseases of the nervous system,G10-G14,Systemic atrophies primarily affecting the central nervous system,G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere
VI,Diseases of the nervous system,G60-G64,Polyneuropathies and other disorders of the peripheral nervous system,,
VI,Diseases of the nervous system,G60-G64,Polyneuropathies and other disorders of the peripheral nervous system,G61,Inflammatory polyneuropathy
VI,Diseases of the nervous system,G60-G64,Polyneuropathies and other disorders of the peripheral nervous system,G62,Other polyneuropathies
VI,Diseases of the nervous system,G60-G64,Polyneuropathies and other disorders of the peripheral nervous system,G63,Polyneuropathy in diseases classified elsewhere
VI,Diseases of the nervous system,G60-G64,Polyneuropathies and other disorders of the peripheral nervous system,G60,Hereditary and idiopathic neuropathy
VI,Diseases of the nervous system,G60-G64,Polyneuropathies and other disorders of the peripheral nervous system,G64,Other disorders of peripheral nervous system
VI,Diseases of the nervous system,G40-G47,Episodic and paroxysmal disorders,,
VI,Diseases of the nervous system,G40-G47,Episodic and paroxysmal disorders,G40,Epilepsy
VI,Diseases of the nervous system,G40-G47,Episodic and paroxysmal disorders,G44,Other headache syndromes
VI,Diseases of the nervous system,G40-G47,Episodic and paroxysmal disorders,G41,Status epilepticus
VI,Diseases of the nervous system,G40-G47,Episodic and paroxysmal disorders,G43,Migraine
VI,Diseases of the nervous system,G40-G47,Episodic and paroxysmal disorders,G46,Vascular syndromes of brain in cerebrovascular diseases
VI,Diseases of the nervous system,G40-G47,Episodic and paroxysmal disorders,G47,Sleep disorders
VI,Diseases of the nervous system,G40-G47,Episodic and paroxysmal disorders,G45,Transient cerebral ischaemic attacks and related syndromes
VI,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,,
VI,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,G90,Disorders of autonomic nervous system
VI,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,G92,Toxic encephalopathy
VI,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,G91,Hydrocephalus
VI,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,G94,Other disorders of brain in diseases classified elsewhere
VI,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,G96,Other disorders of central nervous system
VI,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,G93,Other disorders of brain
VI,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,G97,"Postprocedural disorders of nervous system, not elsewhere classified"
VI,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,G95,Other diseases of spinal cord
VI,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,G99,Other disorders of nervous system in diseases classified elsewhere
VI,Diseases of the nervous system,G90-G99,Other disorders of the nervous system,G98,"Other disorders of nervous system, not elsewhere classified"
VI,Diseases of the nervous system,G50-G59,"Nerve, nerve root and plexus disorders",,
VI,Diseases of the nervous system,G50-G59,"Nerve, nerve root and plexus disorders",G53,Cranial nerve disorders in diseases classified elsewhere
VI,Diseases of the nervous system,G50-G59,"Nerve, nerve root and plexus disorders",G54,Nerve root and plexus disorders
VI,Diseases of the nervous system,G50-G59,"Nerve, nerve root and plexus disorders",G56,Mononeuropathies of upper limb
VI,Diseases of the nervous system,G50-G59,"Nerve, nerve root and plexus disorders",G58,Other mononeuropathies
VI,Diseases of the nervous system,G50-G59,"Nerve, nerve root and plexus disorders",G51,Facial nerve disorders
VI,Diseases of the nervous system,G50-G59,"Nerve, nerve root and plexus disorders",G55,Nerve root and plexus compressions in diseases classified elsewhere
VI,Diseases of the nervous system,G50-G59,"Nerve, nerve root and plexus disorders",G50,Disorders of trigeminal nerve
VI,Diseases of the nervous system,G50-G59,"Nerve, nerve root and plexus disorders",G57,Mononeuropathies of lower limb
VI,Diseases of the nervous system,G50-G59,"Nerve, nerve root and plexus disorders",G52,Disorders of other cranial nerves
VI,Diseases of the nervous system,G50-G59,"Nerve, nerve root and plexus disorders",G59,Mononeuropathy in diseases classified elsewhere
XX,External causes of morbidity and mortality,Y90-Y98,Supplementary factors related to causes of morbidity and mortality classified elsewhere,,
XX,External causes of morbidity and mortality,Y90-Y98,Supplementary factors related to causes of morbidity and mortality classified elsewhere,Y98,Lifestyle-related condition
XX,External causes of morbidity and mortality,Y90-Y98,Supplementary factors related to causes of morbidity and mortality classified elsewhere,Y95,Nosocomial condition
XX,External causes of morbidity and mortality,Y90-Y98,Supplementary factors related to causes of morbidity and mortality classified elsewhere,Y96,Work-related condition
XX,External causes of morbidity and mortality,Y90-Y98,Supplementary factors related to causes of morbidity and mortality classified elsewhere,Y97,Environmental-pollution-related condition
XX,External causes of morbidity and mortality,Y90-Y98,Supplementary factors related to causes of morbidity and mortality classified elsewhere,Y91,Evidence of alcohol involvement determined by level of intoxication
XX,External causes of morbidity and mortality,Y90-Y98,Supplementary factors related to causes of morbidity and mortality classified elsewhere,Y90,Evidence of alcohol involvement determined by blood alcohol level
XX,External causes of morbidity and mortality,V01-X59,Accidents,,
XX,External causes of morbidity and mortality,V01-V99,Transport accidents,,
XX,External causes of morbidity and mortality,W00-X59,Other external causes of accidental injury,,
XX,External causes of morbidity and mortality,Y40-Y84,Complications of medical and surgical care,,
XX,External causes of morbidity and mortality,Y60-Y69,Misadventures to patients during surgical and medical care,,
XX,External causes of morbidity and mortality,Y40-Y59,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",,
XX,External causes of morbidity and mortality,Y83-Y84,"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",,
XX,External causes of morbidity and mortality,Y70-Y82,Medical devices associated with adverse incidents in diagnostic and therapeutic use,,
XX,External causes of morbidity and mortality,Y85-Y89,Sequelae of external causes of morbidity and mortality,,
XX,External causes of morbidity and mortality,Y85-Y89,Sequelae of external causes of morbidity and mortality,Y86,Sequelae of other accidents
XX,External causes of morbidity and mortality,Y85-Y89,Sequelae of external causes of morbidity and mortality,Y85,Sequelae of transport accidents
XX,External causes of morbidity and mortality,Y85-Y89,Sequelae of external causes of morbidity and mortality,Y87,"Sequelae of intentional self-harm, assault and events of undetermined intent"
XX,External causes of morbidity and mortality,Y85-Y89,Sequelae of external causes of morbidity and mortality,Y89,Sequelae of other external causes
XX,External causes of morbidity and mortality,Y85-Y89,Sequelae of external causes of morbidity and mortality,Y88,Sequelae with surgical and medical care as external cause
XX,External causes of morbidity and mortality,Y35-Y36,Legal intervention and operations of war,,
XX,External causes of morbidity and mortality,Y35-Y36,Legal intervention and operations of war,Y36,Operations of war
XX,External causes of morbidity and mortality,Y35-Y36,Legal intervention and operations of war,Y35,Legal intervention
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,,
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y13,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y15,"Poisoning by and exposure to alcohol, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y17,"Poisoning by and exposure to carbon monoxide and other gases and vapours, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y16,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y19,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y21,"Drowning and submersion, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y27,"Contact with steam, hot vapours and hot objects, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y28,"Contact with sharp object, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y23,"Rifle, shotgun and larger firearm discharge, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y30,"Falling, jumping or pushed from a high place, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y20,"Hanging, strangulation and suffocation, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y26,"Exposure to smoke, fire and flames, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y22,"Handgun discharge, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y25,"Contact with explosive material, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y24,"Other and unspecified firearm discharge, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y18,"Poisoning by and exposure to pesticides, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y31,"Falling, lying or running before or into moving object, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y29,"Contact with blunt object, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y32,"Crashing of motor vehicle, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y34,"Unspecified event, undetermined intent"
XX,External causes of morbidity and mortality,Y10-Y34,Event of undetermined intent,Y33,"Other specified events, undetermined intent"
XX,External causes of morbidity and mortality,X85-Y09,Assault,,
XX,External causes of morbidity and mortality,X85-Y09,Assault,X88,Assault by gases and vapours
XX,External causes of morbidity and mortality,X85-Y09,Assault,X91,"Assault by hanging, strangulation and suffocation"
XX,External causes of morbidity and mortality,X85-Y09,Assault,X93,Assault by handgun discharge
XX,External causes of morbidity and mortality,X85-Y09,Assault,X92,Assault by drowning and submersion
XX,External causes of morbidity and mortality,X85-Y09,Assault,X94,"Assault by rifle, shotgun and larger firearm discharge"
XX,External causes of morbidity and mortality,X85-Y09,Assault,X85,"Assault by drugs, medicaments and biological substances"
XX,External causes of morbidity and mortality,X85-Y09,Assault,X87,Assault by pesticides
XX,External causes of morbidity and mortality,X85-Y09,Assault,X96,Assault by explosive material
XX,External causes of morbidity and mortality,X85-Y09,Assault,X86,Assault by corrosive substance
XX,External causes of morbidity and mortality,X85-Y09,Assault,X95,Assault by other and unspecified firearm discharge
XX,External causes of morbidity and mortality,X85-Y09,Assault,X89,Assault by other specified chemicals and noxious substances
XX,External causes of morbidity and mortality,X85-Y09,Assault,X90,Assault by unspecified chemical or noxious substance
XX,External causes of morbidity and mortality,X85-Y09,Assault,Y00,Assault by blunt object
XX,External causes of morbidity and mortality,X85-Y09,Assault,Y09,Assault by unspecified means
XX,External causes of morbidity and mortality,X85-Y09,Assault,Y01,Assault by pushing from high place
XX,External causes of morbidity and mortality,X85-Y09,Assault,X97,"Assault by smoke, fire and flames"
XX,External causes of morbidity and mortality,X85-Y09,Assault,Y07,Other maltreatment
XX,External causes of morbidity and mortality,X85-Y09,Assault,Y02,Assault by pushing or placing victim before moving object
XX,External causes of morbidity and mortality,X85-Y09,Assault,X99,Assault by sharp object
XX,External causes of morbidity and mortality,X85-Y09,Assault,Y03,Assault by crashing of motor vehicle
XX,External causes of morbidity and mortality,X85-Y09,Assault,X98,"Assault by steam, hot vapours and hot objects"
XX,External causes of morbidity and mortality,X85-Y09,Assault,Y06,Neglect and abandonment
XX,External causes of morbidity and mortality,X85-Y09,Assault,Y08,Assault by other specified means
XX,External causes of morbidity and mortality,X85-Y09,Assault,Y05,Sexual assault by bodily force
XX,External causes of morbidity and mortality,X85-Y09,Assault,Y04,Assault by bodily force
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,,
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X82,Intentional self-harm by crashing of motor vehicle
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X69,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X72,Intentional self-harm by handgun discharge
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X70,"Intentional self-harm by hanging, strangulation and suffocation"
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X75,Intentional self-harm by explosive material
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X76,"Intentional self-harm by smoke, fire and flames"
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X67,Intentional self-poisoning by and exposure to carbon monoxide and other gases and vapours
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X79,Intentional self-harm by blunt object
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X78,Intentional self-harm by sharp object
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X61,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X74,Intentional self-harm by other and unspecified firearm discharge
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X71,Intentional self-harm by drowning and submersion
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X63,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X65,Intentional self-poisoning by and exposure to alcohol
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X62,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X77,"Intentional self-harm by steam, hot vapours and hot objects"
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X73,"Intentional self-harm by rifle, shotgun and larger firearm discharge"
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X81,Intentional self-harm by jumping or lying before moving object
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X68,Intentional self-poisoning by and exposure to pesticides
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X80,Intentional self-harm by jumping from a high place
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X66,Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X83,Intentional self-harm by other specified means
XX,External causes of morbidity and mortality,X60-X84,Intentional self-harm,X84,Intentional self-harm by unspecified means
XVI,Certain conditions originating in the perinatal period,P90-P96,Other disorders originating in the perinatal period,,
XVI,Certain conditions originating in the perinatal period,P90-P96,Other disorders originating in the perinatal period,P92,Feeding problems of newborn
XVI,Certain conditions originating in the perinatal period,P90-P96,Other disorders originating in the perinatal period,P95,Fetal death of unspecified cause
XVI,Certain conditions originating in the perinatal period,P90-P96,Other disorders originating in the perinatal period,P96,Other conditions originating in the perinatal period
XVI,Certain conditions originating in the perinatal period,P90-P96,Other disorders originating in the perinatal period,P94,Disorders of muscle tone of newborn
XVI,Certain conditions originating in the perinatal period,P90-P96,Other disorders originating in the perinatal period,P93,Reactions and intoxications due to drugs administered to fetus and newborn
XVI,Certain conditions originating in the perinatal period,P90-P96,Other disorders originating in the perinatal period,P91,Other disturbances of cerebral status of newborn
XVI,Certain conditions originating in the perinatal period,P90-P96,Other disorders originating in the perinatal period,P90,Convulsions of newborn
XVI,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,,
XVI,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P21,Birth asphyxia
XVI,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P20,Intrauterine hypoxia
XVI,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P29,Cardiovascular disorders originating in the perinatal period
XVI,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P23,Congenital pneumonia
XVI,Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P26,Pulmonary haemorrhage originating in the perinatal period
